id,location_id,terminal_id,vehicle_type_id,price
1237,207,1,1,0
1238,207,2,1,525
1239,207,3,1,0
1240,207,4,1,0
1241,207,5,1,0
1242,207,6,1,0
1243,208,1,1,535
1244,208,2,1,500
1245,208,3,1,0
1246,208,4,1,0
1247,208,5,1,0
1248,208,6,1,0
1249,209,1,1,350
1250,209,2,1,0
1251,209,3,1,0
1252,209,4,1,270
1253,209,5,1,0
1254,209,6,1,0
1255,210,1,1,325
1256,210,2,1,0
1257,210,3,1,0
1258,210,4,1,260
1259,210,5,1,0
1260,210,6,1,0
1261,211,1,1,0
1262,211,2,1,450
1263,211,3,1,0
1264,211,4,1,0
1265,211,5,1,0
1266,211,6,1,0
1267,212,1,1,0
1268,212,2,1,450
1269,212,3,1,0
1270,212,4,1,0
1271,212,5,1,0
1272,212,6,1,0
1273,213,1,1,0
1274,213,2,1,375
1275,213,3,1,0
1276,213,4,1,0
1277,213,5,1,0
1278,213,6,1,0
1279,214,1,1,0
1280,214,2,1,285
1281,214,3,1,0
1282,214,4,1,0
1283,214,5,1,0
1284,214,6,1,0
1285,215,1,1,0
1286,215,2,1,275
1287,215,3,1,0
1288,215,4,1,0
1289,215,5,1,0
1290,215,6,1,0
1291,216,1,1,0
1292,216,2,1,725
1293,216,3,1,0
1294,216,4,1,0
1295,216,5,1,0
1296,216,6,1,0
1297,217,1,1,0
1298,217,2,1,0
1299,217,3,1,0
1300,217,4,1,675
1301,217,5,1,0
1302,217,6,1,0
1303,218,1,1,0
1304,218,2,1,0
1305,218,3,1,0
1306,218,4,1,675
1307,218,5,1,0
1308,218,6,1,0
1309,219,1,1,0
1310,219,2,1,725
1311,219,3,1,0
1312,219,4,1,0
1313,219,5,1,0
1314,219,6,1,0
1315,220,1,1,0
1316,220,2,1,770
1317,220,3,1,0
1318,220,4,1,0
1319,220,5,1,0
1320,220,6,1,0
1321,221,1,1,775
1322,221,2,1,725
1323,221,3,1,0
1324,221,4,1,0
1325,221,5,1,0
1326,221,6,1,0
1327,222,1,1,0
1328,222,2,1,775
1329,222,3,1,0
1330,222,4,1,675
1331,222,5,1,0
1332,222,6,1,0
1333,223,1,1,1000
1334,223,2,1,700
1335,223,3,1,775
1336,223,4,1,0
1337,223,5,1,665
1338,223,6,1,0
1339,224,1,1,325
1340,224,2,1,0
1341,224,3,1,0
1342,224,4,1,380
1343,224,5,1,0
1344,224,6,1,0
